4,4463.5,10,6198.193948,6124.826791,-1318.8,418
4,3897.6,11,6085.02203,6140.619941,-565.9,419
4,4196.9,12,6199.069191,6198.193948,299.3,420
1,3994.9,1,6198.659667,6085.02203,-202,421
1,4291,2,6244.485573,6199.069191,296.1,422
1,4659.4,3,6238.811055,6198.659667,368.4,423
2,4365.1,4,6221.893933,6244.485573,-294.3,424
2,4347.3,5,6236.283042,6238.811055,-17.8,425
2,4384.6,6,6210.650275,6221.893933,37.3,426
3,4639,7,6254.55877,6236.283042,254.4,427
3,5025,8,6259.50846,6210.650275,386,428
3,5901.4,9,6301.406072,6254.55877,876.4,429
4,4516.1,10,6343.102258,6259.50846,-1385.3,430
4,4023.6,11,6256.299478,6301.406072,-492.5,431
4,4327.6,12,6341.947996,6343.102258,304,432
1,4131.3,1,6317.900031,6256.299478,-196.3,433
1,4370.8,2,6332.543182,6341.947996,239.5,434
1,4659.6,3,6339.918558,6317.900031,288.8,435
2,4420.4,4,6341.465901,6332.543182,-239.2,436
2,4434.8,5,6346.749069,6339.918558,14.4,437
2,4467.8,6,6328.579018,6341.465901,33,438
3,4779.9,7,6367.284911,6346.749069,312.1,439
3,5100,8,6372.79304,6328.579018,320.1,440
3,5826.5,9,6405.928305,6367.284911,726.5,441
4,4518.6,10,6466.027797,6372.79304,-1307.9,442
4,4020.5,11,6382.105667,6405.928305,-498.1,443
4,4325.4,12,6439.195784,6466.027797,304.9,444
1,4086.4,1,6447.548249,6382.105667,-239,445
1,4345.5,2,6444.251995,6439.195784,259.1,446
1,4590.4,3,6492.442561,6447.548249,244.9,447
2,4431.4,4,6465.691139,6444.251995,-159,448
2,4480.6,5,6463.200643,6492.442561,49.2,449
2,4491.2,6,6442.961511,6465.691139,10.6,450
3,4793.9,7,6461.105284,6463.200643,302.7,451
3,5172.5,8,6449.801187,6442.961511,378.6,452
3,6024.6,9,6480.163628,6461.105284,852.1,453
4,4563.4,10,6535.48034,6449.801187,-1461.2,454
4,4214.4,11,6434.946993,6480.163628,-349,455
4,4752.4,12,6519.985126,6535.48034,538,456
1,4532.7,1,6512.362158,6434.946993,-219.7,457
1,5607.6,2,6261.0971,6519.985126,1074.9,458
1,5756.6,3,6156.406849,6512.362158,149,459
2,5764.9,4,6221.688837,6261.0971,8.3,460
2,5336.9,5,6254.41233,6156.406849,-428,461
